X_mm,Y_mm,Z_mm,PowerDensity_W_per_mm3
4.750,5.250,0.025,0.889
4.750,5.250,0.075,0.889
4.750,5.250,0.125,0.889
5.250,5.250,0.025,0.889
5.250,5.250,0.075,0.889
5.250,5.250,0.125,0.889
5.750,5.250,0.025,0.889
5.750,5.250,0.075,0.889
5.750,5.250,0.125,0.889
6.250,5.250,0.025,0.889
6.250,5.250,0.075,0.889
6.250,5.250,0.125,0.889
6.750,5.250,0.025,0.889
6.750,5.250,0.075,0.889
6.750,5.250,0.125,0.889
7.250,5.250,0.025,0.889
7.250,5.250,0.075,0.889
7.250,5.250,0.125,0.889
7.750,5.250,0.025,0.889
7.750,5.250,0.075,0.889
7.750,5.250,0.125,0.889
8.250,5.250,0.025,0.889
8.250,5.250,0.075,0.889
8.250,5.250,0.125,0.889
8.750,5.250,0.025,0.889
8.750,5.250,0.075,0.889
8.750,5.250,0.125,0.889
9.250,5.250,0.025,0.889
9.250,5.250,0.075,0.889
9.250,5.250,0.125,0.889
9.750,5.250,0.025,0.889
9.750,5.250,0.075,0.889
9.750,5.250,0.125,0.889
10.750,5.250,0.025,6.652
10.750,5.250,0.075,6.652
10.750,5.250,0.125,6.652
11.250,5.250,0.025,6.652
11.250,5.250,0.075,6.652
11.250,5.250,0.125,6.652
11.750,5.250,0.025,6.652
11.750,5.250,0.075,6.652
11.750,5.250,0.125,6.652
12.250,5.250,0.025,6.652
12.250,5.250,0.075,6.652
12.250,5.250,0.125,6.652
12.750,5.250,0.025,6.652
12.750,5.250,0.075,6.652
12.750,5.250,0.125,6.652
13.250,5.250,0.025,6.652
13.250,5.250,0.075,6.652
13.250,5.250,0.125,6.652
13.750,5.250,0.025,6.652
13.750,5.250,0.075,6.652
13.750,5.250,0.125,6.652
14.250,5.250,0.025,6.652
14.250,5.250,0.075,6.652
14.250,5.250,0.125,6.652
0.250,5.750,0.025,6.652
0.250,5.750,0.075,6.652
0.250,5.750,0.125,6.652
0.750,5.750,0.025,6.652
0.750,5.750,0.075,6.652
0.750,5.750,0.125,6.652
1.250,5.750,0.025,6.652
1.250,5.750,0.075,6.652
1.250,5.750,0.125,6.652
1.750,5.750,0.025,6.652
1.750,5.750,0.075,6.652
1.750,5.750,0.125,6.652
2.250,5.750,0.025,6.652
2.250,5.750,0.075,6.652
2.250,5.750,0.125,6.652
2.750,5.750,0.025,6.652
2.750,5.750,0.075,6.652
2.750,5.750,0.125,6.652
3.250,5.750,0.025,6.652
3.250,5.750,0.075,6.652
3.250,5.750,0.125,6.652
3.750,5.750,0.025,6.652
3.750,5.750,0.075,6.652
3.750,5.750,0.125,6.652
4.250,5.750,0.025,6.652
4.250,5.750,0.075,6.652
4.250,5.750,0.125,6.652
4.750,5.750,0.025,0.889
4.750,5.750,0.075,0.889
4.750,5.750,0.125,0.889
5.250,5.750,0.025,0.889
5.250,5.750,0.075,0.889
5.250,5.750,0.125,0.889
5.750,5.750,0.025,0.889
5.750,5.750,0.075,0.889
5.750,5.750,0.125,0.889
6.250,5.750,0.025,0.889
6.250,5.750,0.075,0.889
6.250,5.750,0.125,0.889
6.750,5.750,0.025,0.889
6.750,5.750,0.075,0.889
6.750,5.750,0.125,0.889
7.250,5.750,0.025,0.889
7.250,5.750,0.075,0.889
7.250,5.750,0.125,0.889
7.750,5.750,0.025,0.889
7.750,5.750,0.075,0.889
7.750,5.750,0.125,0.889
8.250,5.750,0.025,0.889
8.250,5.750,0.075,0.889
8.250,5.750,0.125,0.889
8.750,5.750,0.025,0.889
8.750,5.750,0.075,0.889
8.750,5.750,0.125,0.889
9.250,5.750,0.025,0.889
9.250,5.750,0.075,0.889
9.250,5.750,0.125,0.889
9.750,5.750,0.025,0.889
9.750,5.750,0.075,0.889
9.750,5.750,0.125,0.889
10.750,5.750,0.025,6.652
10.750,5.750,0.075,6.652
10.750,5.750,0.125,6.652
11.250,5.750,0.025,6.652
11.250,5.750,0.075,6.652
11.250,5.750,0.125,6.652
11.750,5.750,0.025,6.652
11.750,5.750,0.075,6.652
11.750,5.750,0.125,6.652
12.250,5.750,0.025,6.652
12.250,5.750,0.075,6.652
12.250,5.750,0.125,6.652
12.750,5.750,0.025,6.652
12.750,5.750,0.075,6.652
12.750,5.750,0.125,6.652
13.250,5.750,0.025,6.652
13.250,5.750,0.075,6.652
13.250,5.750,0.125,6.652
13.750,5.750,0.025,6.652
13.750,5.750,0.075,6.652
13.750,5.750,0.125,6.652
14.250,5.750,0.025,6.652
14.250,5.750,0.075,6.652
14.250,5.750,0.125,6.652
0.250,6.250,0.025,6.652
0.250,6.250,0.075,6.652
0.250,6.250,0.125,6.652
0.750,6.250,0.025,6.652
0.750,6.250,0.075,6.652
0.750,6.250,0.125,6.652
1.250,6.250,0.025,6.652
1.250,6.250,0.075,6.652
1.250,6.250,0.125,6.652
1.750,6.250,0.025,6.652
1.750,6.250,0.075,6.652
1.750,6.250,0.125,6.652
2.250,6.250,0.025,6.652
2.250,6.250,0.075,6.652
2.250,6.250,0.125,6.652
2.750,6.250,0.025,6.652
2.750,6.250,0.075,6.652
2.750,6.250,0.125,6.652
3.250,6.250,0.025,6.652
3.250,6.250,0.075,6.652
3.250,6.250,0.125,6.652
3.750,6.250,0.025,6.652
3.750,6.250,0.075,6.652
3.750,6.250,0.125,6.652
4.250,6.250,0.025,6.652
4.250,6.250,0.075,6.652
4.250,6.250,0.125,6.652
4.750,6.250,0.025,0.889
4.750,6.250,0.075,0.889
4.750,6.250,0.125,0.889
5.250,6.250,0.025,0.889
5.250,6.250,0.075,0.889
5.250,6.250,0.125,0.889
5.750,6.250,0.025,0.889
5.750,6.250,0.075,0.889
5.750,6.250,0.125,0.889
6.250,6.250,0.025,0.889
6.250,6.250,0.075,0.889
6.250,6.250,0.125,0.889
6.750,6.250,0.025,0.889
6.750,6.250,0.075,0.889
6.750,6.250,0.125,0.889
7.250,6.250,0.025,0.889
7.250,6.250,0.075,0.889
7.250,6.250,0.125,0.889
7.750,6.250,0.025,0.889
7.750,6.250,0.075,0.889
7.750,6.250,0.125,0.889
8.250,6.250,0.025,0.889
8.250,6.250,0.075,0.889
8.250,6.250,0.125,0.889
8.750,6.250,0.025,0.889
8.750,6.250,0.075,0.889
8.750,6.250,0.125,0.889
9.250,6.250,0.025,0.889
9.250,6.250,0.075,0.889
9.250,6.250,0.125,0.889
9.750,6.250,0.025,0.889
9.750,6.250,0.075,0.889
9.750,6.250,0.125,0.889
10.750,6.250,0.025,6.652
10.750,6.250,0.075,6.652
10.750,6.250,0.125,6.652
11.250,6.250,0.025,6.652
11.250,6.250,0.075,6.652
11.250,6.250,0.125,6.652
11.750,6.250,0.025,6.652
11.750,6.250,0.075,6.652
11.750,6.250,0.125,6.652
12.250,6.250,0.025,6.652
12.250,6.250,0.075,6.652
12.250,6.250,0.125,6.652
12.750,6.250,0.025,6.652
12.750,6.250,0.075,6.652
12.750,6.250,0.125,6.652
13.250,6.250,0.025,6.652
13.250,6.250,0.075,6.652
13.250,6.250,0.125,6.652
13.750,6.250,0.025,6.652
13.750,6.250,0.075,6.652
13.750,6.250,0.125,6.652
14.250,6.250,0.025,6.652
14.250,6.250,0.075,6.652
14.250,6.250,0.125,6.652
0.250,6.750,0.025,6.652
0.250,6.750,0.075,6.652
0.250,6.750,0.125,6.652
0.750,6.750,0.025,6.652
0.750,6.750,0.075,6.652
0.750,6.750,0.125,6.652
1.250,6.750,0.025,6.652
1.250,6.750,0.075,6.652
1.250,6.750,0.125,6.652
1.750,6.750,0.025,6.652
1.750,6.750,0.075,6.652
1.750,6.750,0.125,6.652
2.250,6.750,0.025,6.652
2.250,6.750,0.075,6.652
2.250,6.750,0.125,6.652
2.750,6.750,0.025,6.652
2.750,6.750,0.075,6.652
2.750,6.750,0.125,6.652
3.250,6.750,0.025,6.652
3.250,6.750,0.075,6.652
3.250,6.750,0.125,6.652
3.750,6.750,0.025,6.652
3.750,6.750,0.075,6.652
3.750,6.750,0.125,6.652
4.250,6.750,0.025,6.652
4.250,6.750,0.075,6.652
4.250,6.750,0.125,6.652
4.750,6.750,0.025,0.889
4.750,6.750,0.075,0.889
4.750,6.750,0.125,0.889
5.250,6.750,0.025,0.889
5.250,6.750,0.075,0.889
5.250,6.750,0.125,0.889
5.750,6.750,0.025,0.889
5.750,6.750,0.075,0.889
5.750,6.750,0.125,0.889
6.250,6.750,0.025,0.889
6.250,6.750,0.075,0.889
6.250,6.750,0.125,0.889
6.750,6.750,0.025,0.889
6.750,6.750,0.075,0.889
6.750,6.750,0.125,0.889
7.250,6.750,0.025,0.889
7.250,6.750,0.075,0.889
7.250,6.750,0.125,0.889
7.750,6.750,0.025,0.889
7.750,6.750,0.075,0.889
7.750,6.750,0.125,0.889
8.250,6.750,0.025,0.889
8.250,6.750,0.075,0.889
8.250,6.750,0.125,0.889
8.750,6.750,0.025,0.889
8.750,6.750,0.075,0.889
8.750,6.750,0.125,0.889
9.250,6.750,0.025,0.889
9.250,6.750,0.075,0.889
9.250,6.750,0.125,0.889
9.750,6.750,0.025,0.889
9.750,6.750,0.075,0.889
9.750,6.750,0.125,0.889
10.750,6.750,0.025,6.652
10.750,6.750,0.075,6.652
10.750,6.750,0.125,6.652
11.250,6.750,0.025,6.652
11.250,6.750,0.075,6.652
11.250,6.750,0.125,6.652
11.750,6.750,0.025,6.652
11.750,6.750,0.075,6.652
11.750,6.750,0.125,6.652
12.250,6.750,0.025,6.652
12.250,6.750,0.075,6.652
12.250,6.750,0.125,6.652
12.750,6.750,0.025,6.652
12.750,6.750,0.075,6.652
12.750,6.750,0.125,6.652
13.250,6.750,0.025,6.652
13.250,6.750,0.075,6.652
13.250,6.750,0.125,6.652
13.750,6.750,0.025,6.652
13.750,6.750,0.075,6.652
13.750,6.750,0.125,6.652
14.250,6.750,0.025,6.652
14.250,6.750,0.075,6.652
14.250,6.750,0.125,6.652
0.250,7.250,0.025,6.652
0.250,7.250,0.075,6.652
0.250,7.250,0.125,6.652
0.750,7.250,0.025,6.652
0.750,7.250,0.075,6.652
0.750,7.250,0.125,6.652
1.250,7.250,0.025,6.652
1.250,7.250,0.075,6.652
1.250,7.250,0.125,6.652
1.750,7.250,0.025,6.652
1.750,7.250,0.075,6.652
1.750,7.250,0.125,6.652
2.250,7.250,0.025,6.652
2.250,7.250,0.075,6.652
2.250,7.250,0.125,6.652
2.750,7.250,0.025,6.652
2.750,7.250,0.075,6.652
2.750,7.250,0.125,6.652
3.250,7.250,0.025,6.652
3.250,7.250,0.075,6.652
3.250,7.250,0.125,6.652
3.750,7.250,0.025,6.652
3.750,7.250,0.075,6.652
3.750,7.250,0.125,6.652
4.250,7.250,0.025,6.652
4.250,7.250,0.075,6.652
4.250,7.250,0.125,6.652
4.750,7.250,0.025,0.889
4.750,7.250,0.075,0.889
4.750,7.250,0.125,0.889
5.250,7.250,0.025,0.889
5.250,7.250,0.075,0.889
5.250,7.250,0.125,0.889
5.750,7.250,0.025,0.889
5.750,7.250,0.075,0.889
5.750,7.250,0.125,0.889
6.250,7.250,0.025,0.889
6.250,7.250,0.075,0.889
6.250,7.250,0.125,0.889
6.750,7.250,0.025,0.889
6.750,7.250,0.075,0.889
6.750,7.250,0.125,0.889
7.250,7.250,0.025,0.889
7.250,7.250,0.075,0.889
7.250,7.250,0.125,0.889
7.750,7.250,0.025,0.889
7.750,7.250,0.075,0.889
7.750,7.250,0.125,0.889
8.250,7.250,0.025,0.889
8.250,7.250,0.075,0.889
8.250,7.250,0.125,0.889
8.750,7.250,0.025,0.889
8.750,7.250,0.075,0.889
8.750,7.250,0.125,0.889
9.250,7.250,0.025,0.889
9.250,7.250,0.075,0.889
9.250,7.250,0.125,0.889
9.750,7.250,0.025,0.889
9.750,7.250,0.075,0.889
9.750,7.250,0.125,0.889
10.750,7.250,0.025,6.652
10.750,7.250,0.075,6.652
10.750,7.250,0.125,6.652
11.250,7.250,0.025,6.652
11.250,7.250,0.075,6.652
11.250,7.250,0.125,6.652
11.750,7.250,0.025,6.652
11.750,7.250,0.075,6.652
11.750,7.250,0.125,6.652
12.250,7.250,0.025,6.652
12.250,7.250,0.075,6.652
12.250,7.250,0.125,6.652
12.750,7.250,0.025,6.652
12.750,7.250,0.075,6.652
12.750,7.250,0.125,6.652
13.250,7.250,0.025,6.652
13.250,7.250,0.075,6.652
13.250,7.250,0.125,6.652
13.750,7.250,0.025,6.652
13.750,7.250,0.075,6.652
13.750,7.250,0.125,6.652
14.250,7.250,0.025,6.652
14.250,7.250,0.075,6.652
14.250,7.250,0.125,6.652
0.250,7.750,0.025,6.652
0.250,7.750,0.075,6.652
0.250,7.750,0.125,6.652
0.750,7.750,0.025,6.652
0.750,7.750,0.075,6.652
0.750,7.750,0.125,6.652
1.250,7.750,0.025,6.652
1.250,7.750,0.075,6.652
1.250,7.750,0.125,6.652
1.750,7.750,0.025,6.652
1.750,7.750,0.075,6.652
1.750,7.750,0.125,6.652
2.250,7.750,0.025,6.652
2.250,7.750,0.075,6.652
2.250,7.750,0.125,6.652
2.750,7.750,0.025,6.652
2.750,7.750,0.075,6.652
2.750,7.750,0.125,6.652
3.250,7.750,0.025,6.652
3.250,7.750,0.075,6.652
3.250,7.750,0.125,6.652
3.750,7.750,0.025,6.652
3.750,7.750,0.075,6.652
3.750,7.750,0.125,6.652
4.250,7.750,0.025,6.652
4.250,7.750,0.075,6.652
4.250,7.750,0.125,6.652
4.750,7.750,0.025,0.889
4.750,7.750,0.075,0.889
4.750,7.750,0.125,0.889
5.250,7.750,0.025,0.889
5.250,7.750,0.075,0.889
5.250,7.750,0.125,0.889
5.750,7.750,0.025,0.889
5.750,7.750,0.075,0.889
5.750,7.750,0.125,0.889
6.250,7.750,0.025,0.889
6.250,7.750,0.075,0.889
6.250,7.750,0.125,0.889
6.750,7.750,0.025,0.889
6.750,7.750,0.075,0.889
6.750,7.750,0.125,0.889
7.250,7.750,0.025,0.889
7.250,7.750,0.075,0.889
7.250,7.750,0.125,0.889
7.750,7.750,0.025,0.889
7.750,7.750,0.075,0.889
7.750,7.750,0.125,0.889
8.250,7.750,0.025,0.889
8.250,7.750,0.075,0.889
8.250,7.750,0.125,0.889
8.750,7.750,0.025,0.889
8.750,7.750,0.075,0.889
8.750,7.750,0.125,0.889
9.250,7.750,0.025,0.889
9.250,7.750,0.075,0.889
9.250,7.750,0.125,0.889
9.750,7.750,0.025,0.889
9.750,7.750,0.075,0.889
9.750,7.750,0.125,0.889
10.750,7.750,0.025,6.652
10.750,7.750,0.075,6.652
10.750,7.750,0.125,6.652
11.250,7.750,0.025,6.652
11.250,7.750,0.075,6.652
11.250,7.750,0.125,6.652
11.750,7.750,0.025,6.652
11.750,7.750,0.075,6.652
11.750,7.750,0.125,6.652
12.250,7.750,0.025,6.652
12.250,7.750,0.075,6.652
12.250,7.750,0.125,6.652
12.750,7.750,0.025,6.652
12.750,7.750,0.075,6.652
12.750,7.750,0.125,6.652
13.250,7.750,0.025,6.652
13.250,7.750,0.075,6.652
13.250,7.750,0.125,6.652
13.750,7.750,0.025,6.652
13.750,7.750,0.075,6.652
13.750,7.750,0.125,6.652
14.250,7.750,0.025,6.652
14.250,7.750,0.075,6.652
14.250,7.750,0.125,6.652
0.250,8.250,0.025,6.652
0.250,8.250,0.075,6.652
0.250,8.250,0.125,6.652
0.750,8.250,0.025,6.652
0.750,8.250,0.075,6.652
0.750,8.250,0.125,6.652
1.250,8.250,0.025,6.652
1.250,8.250,0.075,6.652
1.250,8.250,0.125,6.652
1.750,8.250,0.025,6.652
1.750,8.250,0.075,6.652
1.750,8.250,0.125,6.652
2.250,8.250,0.025,6.652
2.250,8.250,0.075,6.652
2.250,8.250,0.125,6.652
2.750,8.250,0.025,6.652
2.750,8.250,0.075,6.652
2.750,8.250,0.125,6.652
3.250,8.250,0.025,6.652
3.250,8.250,0.075,6.652
3.250,8.250,0.125,6.652
3.750,8.250,0.025,6.652
3.750,8.250,0.075,6.652
3.750,8.250,0.125,6.652
4.250,8.250,0.025,6.652
4.250,8.250,0.075,6.652
4.250,8.250,0.125,6.652
4.750,8.250,0.025,0.889
4.750,8.250,0.075,0.889
4.750,8.250,0.125,0.889
5.250,8.250,0.025,0.889
5.250,8.250,0.075,0.889
5.250,8.250,0.125,0.889
5.750,8.250,0.025,0.889
5.750,8.250,0.075,0.889
5.750,8.250,0.125,0.889
6.250,8.250,0.025,0.889
6.250,8.250,0.075,0.889
6.250,8.250,0.125,0.889
6.750,8.250,0.025,0.889
6.750,8.250,0.075,0.889
6.750,8.250,0.125,0.889
7.250,8.250,0.025,0.889
7.250,8.250,0.075,0.889
7.250,8.250,0.125,0.889
7.750,8.250,0.025,0.889
7.750,8.250,0.075,0.889
7.750,8.250,0.125,0.889
8.250,8.250,0.025,0.889
8.250,8.250,0.075,0.889
8.250,8.250,0.125,0.889
8.750,8.250,0.025,0.889
8.750,8.250,0.075,0.889
8.750,8.250,0.125,0.889
9.250,8.250,0.025,0.889
9.250,8.250,0.075,0.889
9.250,8.250,0.125,0.889
9.750,8.250,0.025,0.889
9.750,8.250,0.075,0.889
9.750,8.250,0.125,0.889
10.750,8.250,0.025,6.652
10.750,8.250,0.075,6.652
10.750,8.250,0.125,6.652
11.250,8.250,0.025,6.652
11.250,8.250,0.075,6.652
11.250,8.250,0.125,6.652
11.750,8.250,0.025,6.652
11.750,8.250,0.075,6.652
11.750,8.250,0.125,6.652
12.250,8.250,0.025,6.652
12.250,8.250,0.075,6.652
12.250,8.250,0.125,6.652
12.750,8.250,0.025,6.652
12.750,8.250,0.075,6.652
12.750,8.250,0.125,6.652
13.250,8.250,0.025,6.652
13.250,8.250,0.075,6.652
13.250,8.250,0.125,6.652
13.750,8.250,0.025,6.652
13.750,8.250,0.075,6.652
13.750,8.250,0.125,6.652
14.250,8.250,0.025,6.652
14.250,8.250,0.075,6.652
14.250,8.250,0.125,6.652
0.250,8.750,0.025,6.652
0.250,8.750,0.075,6.652
0.250,8.750,0.125,6.652
0.750,8.750,0.025,6.652
0.750,8.750,0.075,6.652
0.750,8.750,0.125,6.652
1.250,8.750,0.025,6.652
1.250,8.750,0.075,6.652
1.250,8.750,0.125,6.652
1.750,8.750,0.025,6.652
1.750,8.750,0.075,6.652
1.750,8.750,0.125,6.652
2.250,8.750,0.025,6.652
2.250,8.750,0.075,6.652
2.250,8.750,0.125,6.652
2.750,8.750,0.025,6.652
2.750,8.750,0.075,6.652
2.750,8.750,0.125,6.652
3.250,8.750,0.025,6.652
3.250,8.750,0.075,6.652
3.250,8.750,0.125,6.652
3.750,8.750,0.025,6.652
3.750,8.750,0.075,6.652
3.750,8.750,0.125,6.652
4.250,8.750,0.025,6.652
4.250,8.750,0.075,6.652
4.250,8.750,0.125,6.652
4.750,8.750,0.025,0.889
4.750,8.750,0.075,0.889
4.750,8.750,0.125,0.889
5.250,8.750,0.025,0.889
5.250,8.750,0.075,0.889
5.250,8.750,0.125,0.889
5.750,8.750,0.025,0.889
5.750,8.750,0.075,0.889
5.750,8.750,0.125,0.889
6.250,8.750,0.025,0.889
6.250,8.750,0.075,0.889
6.250,8.750,0.125,0.889
6.750,8.750,0.025,0.889
6.750,8.750,0.075,0.889
6.750,8.750,0.125,0.889
7.250,8.750,0.025,0.889
7.250,8.750,0.075,0.889
7.250,8.750,0.125,0.889
7.750,8.750,0.025,0.889
7.750,8.750,0.075,0.889
7.750,8.750,0.125,0.889
8.250,8.750,0.025,0.889
8.250,8.750,0.075,0.889
8.250,8.750,0.125,0.889
8.750,8.750,0.025,0.889
8.750,8.750,0.075,0.889
8.750,8.750,0.125,0.889
9.250,8.750,0.025,0.889
9.250,8.750,0.075,0.889
9.250,8.750,0.125,0.889
9.750,8.750,0.025,0.889
9.750,8.750,0.075,0.889
9.750,8.750,0.125,0.889
10.750,8.750,0.025,6.652
10.750,8.750,0.075,6.652
10.750,8.750,0.125,6.652
11.250,8.750,0.025,6.652
11.250,8.750,0.075,6.652
11.250,8.750,0.125,6.652
11.750,8.750,0.025,6.652
11.750,8.750,0.075,6.652
11.750,8.750,0.125,6.652
12.250,8.750,0.025,6.652
12.250,8.750,0.075,6.652
12.250,8.750,0.125,6.652
12.750,8.750,0.025,6.652
12.750,8.750,0.075,6.652
12.750,8.750,0.125,6.652
13.250,8.750,0.025,6.652
13.250,8.750,0.075,6.652
13.250,8.750,0.125,6.652
13.750,8.750,0.025,6.652
13.750,8.750,0.075,6.652
13.750,8.750,0.125,6.652
14.250,8.750,0.025,6.652
14.250,8.750,0.075,6.652
14.250,8.750,0.125,6.652
0.250,9.250,0.025,6.652
0.250,9.250,0.075,6.652
0.250,9.250,0.125,6.652
0.750,9.250,0.025,6.652
0.750,9.250,0.075,6.652
0.750,9.250,0.125,6.652
1.250,9.250,0.025,6.652
1.250,9.250,0.075,6.652
1.250,9.250,0.125,6.652
1.750,9.250,0.025,6.652
1.750,9.250,0.075,6.652
1.750,9.250,0.125,6.652
2.250,9.250,0.025,6.652
2.250,9.250,0.075,6.652
2.250,9.250,0.125,6.652
2.750,9.250,0.025,6.652
2.750,9.250,0.075,6.652
2.750,9.250,0.125,6.652
3.250,9.250,0.025,6.652
3.250,9.250,0.075,6.652
3.250,9.250,0.125,6.652
3.750,9.250,0.025,6.652
3.750,9.250,0.075,6.652
3.750,9.250,0.125,6.652
4.250,9.250,0.025,6.652
4.250,9.250,0.075,6.652
4.250,9.250,0.125,6.652
10.750,9.250,0.025,6.652
10.750,9.250,0.075,6.652
10.750,9.250,0.125,6.652
11.250,9.250,0.025,6.652
11.250,9.250,0.075,6.652
11.250,9.250,0.125,6.652
11.750,9.250,0.025,6.652
11.750,9.250,0.075,6.652
11.750,9.250,0.125,6.652
12.250,9.250,0.025,6.652
12.250,9.250,0.075,6.652
12.250,9.250,0.125,6.652
12.750,9.250,0.025,6.652
12.750,9.250,0.075,6.652
12.750,9.250,0.125,6.652
13.250,9.250,0.025,6.652
13.250,9.250,0.075,6.652
13.250,9.250,0.125,6.652
13.750,9.250,0.025,6.652
13.750,9.250,0.075,6.652
13.750,9.250,0.125,6.652
14.250,9.250,0.025,6.652
14.250,9.250,0.075,6.652
14.250,9.250,0.125,6.652
0.250,9.750,0.025,6.652
0.250,9.750,0.075,6.652
0.250,9.750,0.125,6.652
0.750,9.750,0.025,6.652
0.750,9.750,0.075,6.652
0.750,9.750,0.125,6.652
1.250,9.750,0.025,6.652
1.250,9.750,0.075,6.652
1.250,9.750,0.125,6.652
1.750,9.750,0.025,6.652
1.750,9.750,0.075,6.652
1.750,9.750,0.125,6.652
2.250,9.750,0.025,6.652
2.250,9.750,0.075,6.652
2.250,9.750,0.125,6.652
2.750,9.750,0.025,6.652
2.750,9.750,0.075,6.652
2.750,9.750,0.125,6.652
3.250,9.750,0.025,6.652
3.250,9.750,0.075,6.652
3.250,9.750,0.125,6.652
3.750,9.750,0.025,6.652
3.750,9.750,0.075,6.652
3.750,9.750,0.125,6.652
4.250,9.750,0.025,6.652
4.250,9.750,0.075,6.652
4.250,9.750,0.125,6.652
4.750,9.750,0.025,1.317
4.750,9.750,0.075,1.317
4.750,9.750,0.125,1.317
5.250,9.750,0.025,1.317
5.250,9.750,0.075,1.317
5.250,9.750,0.125,1.317
5.750,9.750,0.025,1.317
5.750,9.750,0.075,1.317
5.750,9.750,0.125,1.317
6.250,9.750,0.025,1.317
6.250,9.750,0.075,1.317
6.250,9.750,0.125,1.317
6.750,9.750,0.025,1.317
6.750,9.750,0.075,1.317
6.750,9.750,0.125,1.317
7.250,9.750,0.025,1.317
7.250,9.750,0.075,1.317
7.250,9.750,0.125,1.317
7.750,9.750,0.025,1.317
7.750,9.750,0.075,1.317
7.750,9.750,0.125,1.317
8.250,9.750,0.025,1.317
8.250,9.750,0.075,1.317
8.250,9.750,0.125,1.317
8.750,9.750,0.025,1.317
8.750,9.750,0.075,1.317
8.750,9.750,0.125,1.317
9.250,9.750,0.025,1.317
9.250,9.750,0.075,1.317
9.250,9.750,0.125,1.317
10.750,9.750,0.025,6.652
10.750,9.750,0.075,6.652
10.750,9.750,0.125,6.652
11.250,9.750,0.025,6.652
11.250,9.750,0.075,6.652
11.250,9.750,0.125,6.652
11.750,9.750,0.025,6.652
11.750,9.750,0.075,6.652
11.750,9.750,0.125,6.652
12.250,9.750,0.025,6.652
12.250,9.750,0.075,6.652
12.250,9.750,0.125,6.652
12.750,9.750,0.025,6.652
12.750,9.750,0.075,6.652
12.750,9.750,0.125,6.652
13.250,9.750,0.025,6.652
13.250,9.750,0.075,6.652
13.250,9.750,0.125,6.652
13.750,9.750,0.025,6.652
13.750,9.750,0.075,6.652
13.750,9.750,0.125,6.652
14.250,9.750,0.025,6.652
14.250,9.750,0.075,6.652
14.250,9.750,0.125,6.652
0.250,10.250,0.025,6.652
0.250,10.250,0.075,6.652
0.250,10.250,0.125,6.652
0.750,10.250,0.025,6.652
0.750,10.250,0.075,6.652
0.750,10.250,0.125,6.652
1.250,10.250,0.025,6.652
1.250,10.250,0.075,6.652
1.250,10.250,0.125,6.652
1.750,10.250,0.025,6.652
1.750,10.250,0.075,6.652
1.750,10.250,0.125,6.652
2.250,10.250,0.025,6.652
2.250,10.250,0.075,6.652
2.250,10.250,0.125,6.652
2.750,10.250,0.025,6.652
2.750,10.250,0.075,6.652
2.750,10.250,0.125,6.652
3.250,10.250,0.025,6.652
3.250,10.250,0.075,6.652
3.250,10.250,0.125,6.652
3.750,10.250,0.025,6.652
3.750,10.250,0.075,6.652
3.750,10.250,0.125,6.652
4.250,10.250,0.025,6.652
4.250,10.250,0.075,6.652
4.250,10.250,0.125,6.652
4.750,10.250,0.025,1.317
4.750,10.250,0.075,1.317
4.750,10.250,0.125,1.317
5.250,10.250,0.025,1.317
5.250,10.250,0.075,1.317
5.250,10.250,0.125,1.317
5.750,10.250,0.025,1.317
5.750,10.250,0.075,1.317
5.750,10.250,0.125,1.317
6.250,10.250,0.025,1.317
6.250,10.250,0.075,1.317
6.250,10.250,0.125,1.317
6.750,10.250,0.025,1.317
6.750,10.250,0.075,1.317
6.750,10.250,0.125,1.317
7.250,10.250,0.025,1.317
7.250,10.250,0.075,1.317
7.250,10.250,0.125,1.317
7.750,10.250,0.025,1.317
7.750,10.250,0.075,1.317
7.750,10.250,0.125,1.317
8.250,10.250,0.025,1.317
8.250,10.250,0.075,1.317
8.250,10.250,0.125,1.317
8.750,10.250,0.025,1.317
8.750,10.250,0.075,1.317
8.750,10.250,0.125,1.317
9.250,10.250,0.025,1.317
9.250,10.250,0.075,1.317
9.250,10.250,0.125,1.317
10.750,10.250,0.025,6.652
10.750,10.250,0.075,6.652
10.750,10.250,0.125,6.652
11.250,10.250,0.025,6.652
11.250,10.250,0.075,6.652
11.250,10.250,0.125,6.652
11.750,10.250,0.025,6.652
11.750,10.250,0.075,6.652
11.750,10.250,0.125,6.652
12.250,10.250,0.025,6.652
12.250,10.250,0.075,6.652
12.250,10.250,0.125,6.652
12.750,10.250,0.025,6.652
12.750,10.250,0.075,6.652
12.750,10.250,0.125,6.652
13.250,10.250,0.025,6.652
13.250,10.250,0.075,6.652
13.250,10.250,0.125,6.652
13.750,10.250,0.025,6.652
13.750,10.250,0.075,6.652
13.750,10.250,0.125,6.652
14.250,10.250,0.025,6.652
14.250,10.250,0.075,6.652
14.250,10.250,0.125,6.652
0.250,10.750,0.025,6.652
0.250,10.750,0.075,6.652
0.250,10.750,0.125,6.652
0.750,10.750,0.025,6.652
0.750,10.750,0.075,6.652
0.750,10.750,0.125,6.652
1.250,10.750,0.025,6.652
1.250,10.750,0.075,6.652
1.250,10.750,0.125,6.652
1.750,10.750,0.025,6.652
1.750,10.750,0.075,6.652
1.750,10.750,0.125,6.652
2.250,10.750,0.025,6.652
2.250,10.750,0.075,6.652
2.250,10.750,0.125,6.652
