X_mm,Y_mm,Z_mm,PowerDensity_W_per_mm3
0.750,27.750,0.125,6.652
1.250,27.750,0.025,6.652
1.250,27.750,0.075,6.652
1.250,27.750,0.125,6.652
1.750,27.750,0.025,6.652
1.750,27.750,0.075,6.652
1.750,27.750,0.125,6.652
2.250,27.750,0.025,6.652
2.250,27.750,0.075,6.652
2.250,27.750,0.125,6.652
2.750,27.750,0.025,6.652
2.750,27.750,0.075,6.652
2.750,27.750,0.125,6.652
3.250,27.750,0.025,6.652
3.250,27.750,0.075,6.652
3.250,27.750,0.125,6.652
3.750,27.750,0.025,6.652
3.750,27.750,0.075,6.652
3.750,27.750,0.125,6.652
4.250,27.750,0.025,6.652
4.250,27.750,0.075,6.652
4.250,27.750,0.125,6.652
4.750,27.750,0.025,1.467
4.750,27.750,0.075,1.467
4.750,27.750,0.125,1.467
5.250,27.750,0.025,1.467
5.250,27.750,0.075,1.467
5.250,27.750,0.125,1.467
5.750,27.750,0.025,1.467
5.750,27.750,0.075,1.467
5.750,27.750,0.125,1.467
6.250,27.750,0.025,1.467
6.250,27.750,0.075,1.467
6.250,27.750,0.125,1.467
6.750,27.750,0.025,1.467
6.750,27.750,0.075,1.467
6.750,27.750,0.125,1.467
7.250,27.750,0.025,1.467
7.250,27.750,0.075,1.467
7.250,27.750,0.125,1.467
7.750,27.750,0.025,1.467
7.750,27.750,0.075,1.467
7.750,27.750,0.125,1.467
8.250,27.750,0.025,1.467
8.250,27.750,0.075,1.467
8.250,27.750,0.125,1.467
8.750,27.750,0.025,1.467
8.750,27.750,0.075,1.467
8.750,27.750,0.125,1.467
9.250,27.750,0.025,1.467
9.250,27.750,0.075,1.467
9.250,27.750,0.125,1.467
10.750,27.750,0.025,6.652
10.750,27.750,0.075,6.652
10.750,27.750,0.125,6.652
11.250,27.750,0.025,6.652
11.250,27.750,0.075,6.652
11.250,27.750,0.125,6.652
11.750,27.750,0.025,6.652
11.750,27.750,0.075,6.652
11.750,27.750,0.125,6.652
12.250,27.750,0.025,6.652
12.250,27.750,0.075,6.652
12.250,27.750,0.125,6.652
12.750,27.750,0.025,6.652
12.750,27.750,0.075,6.652
12.750,27.750,0.125,6.652
13.250,27.750,0.025,6.652
13.250,27.750,0.075,6.652
13.250,27.750,0.125,6.652
13.750,27.750,0.025,6.652
13.750,27.750,0.075,6.652
13.750,27.750,0.125,6.652
14.250,27.750,0.025,6.652
14.250,27.750,0.075,6.652
14.250,27.750,0.125,6.652
0.250,28.250,0.025,6.652
0.250,28.250,0.075,6.652
0.250,28.250,0.125,6.652
0.750,28.250,0.025,6.652
0.750,28.250,0.075,6.652
0.750,28.250,0.125,6.652
1.250,28.250,0.025,6.652
1.250,28.250,0.075,6.652
1.250,28.250,0.125,6.652
1.750,28.250,0.025,6.652
1.750,28.250,0.075,6.652
1.750,28.250,0.125,6.652
2.250,28.250,0.025,6.652
2.250,28.250,0.075,6.652
2.250,28.250,0.125,6.652
2.750,28.250,0.025,6.652
2.750,28.250,0.075,6.652
2.750,28.250,0.125,6.652
3.250,28.250,0.025,6.652
3.250,28.250,0.075,6.652
3.250,28.250,0.125,6.652
3.750,28.250,0.025,6.652
3.750,28.250,0.075,6.652
3.750,28.250,0.125,6.652
4.250,28.250,0.025,6.652
4.250,28.250,0.075,6.652
4.250,28.250,0.125,6.652
4.750,28.250,0.025,1.467
4.750,28.250,0.075,1.467
4.750,28.250,0.125,1.467
5.250,28.250,0.025,1.467
5.250,28.250,0.075,1.467
5.250,28.250,0.125,1.467
5.750,28.250,0.025,1.467
5.750,28.250,0.075,1.467
5.750,28.250,0.125,1.467
6.250,28.250,0.025,1.467
6.250,28.250,0.075,1.467
6.250,28.250,0.125,1.467
6.750,28.250,0.025,1.467
6.750,28.250,0.075,1.467
6.750,28.250,0.125,1.467
7.250,28.250,0.025,1.467
7.250,28.250,0.075,1.467
7.250,28.250,0.125,1.467
7.750,28.250,0.025,1.467
7.750,28.250,0.075,1.467
7.750,28.250,0.125,1.467
8.250,28.250,0.025,1.467
8.250,28.250,0.075,1.467
8.250,28.250,0.125,1.467
8.750,28.250,0.025,1.467
8.750,28.250,0.075,1.467
8.750,28.250,0.125,1.467
9.250,28.250,0.025,1.467
9.250,28.250,0.075,1.467
9.250,28.250,0.125,1.467
10.750,28.250,0.025,6.652
10.750,28.250,0.075,6.652
10.750,28.250,0.125,6.652
11.250,28.250,0.025,6.652
11.250,28.250,0.075,6.652
11.250,28.250,0.125,6.652
11.750,28.250,0.025,6.652
11.750,28.250,0.075,6.652
11.750,28.250,0.125,6.652
12.250,28.250,0.025,6.652
12.250,28.250,0.075,6.652
12.250,28.250,0.125,6.652
12.750,28.250,0.025,6.652
12.750,28.250,0.075,6.652
12.750,28.250,0.125,6.652
13.250,28.250,0.025,6.652
13.250,28.250,0.075,6.652
13.250,28.250,0.125,6.652
13.750,28.250,0.025,6.652
13.750,28.250,0.075,6.652
13.750,28.250,0.125,6.652
14.250,28.250,0.025,6.652
14.250,28.250,0.075,6.652
14.250,28.250,0.125,6.652
0.250,28.750,0.025,4.762
0.250,28.750,0.075,4.762
0.250,28.750,0.125,4.762
0.750,28.750,0.025,4.762
0.750,28.750,0.075,4.762
0.750,28.750,0.125,4.762
1.250,28.750,0.025,4.762
1.250,28.750,0.075,4.762
1.250,28.750,0.125,4.762
1.750,28.750,0.025,4.762
1.750,28.750,0.075,4.762
1.750,28.750,0.125,4.762
2.250,28.750,0.025,4.762
2.250,28.750,0.075,4.762
2.250,28.750,0.125,4.762
2.750,28.750,0.025,4.762
2.750,28.750,0.075,4.762
2.750,28.750,0.125,4.762
3.250,28.750,0.025,4.762
3.250,28.750,0.075,4.762
3.250,28.750,0.125,4.762
3.750,28.750,0.025,4.762
3.750,28.750,0.075,4.762
3.750,28.750,0.125,4.762
4.250,28.750,0.025,4.762
4.250,28.750,0.075,4.762
4.250,28.750,0.125,4.762
4.750,28.750,0.025,1.467
4.750,28.750,0.075,1.467
4.750,28.750,0.125,1.467
5.250,28.750,0.025,1.467
5.250,28.750,0.075,1.467
5.250,28.750,0.125,1.467
5.750,28.750,0.025,1.467
5.750,28.750,0.075,1.467
5.750,28.750,0.125,1.467
6.250,28.750,0.025,1.467
6.250,28.750,0.075,1.467
6.250,28.750,0.125,1.467
6.750,28.750,0.025,1.467
6.750,28.750,0.075,1.467
6.750,28.750,0.125,1.467
7.250,28.750,0.025,1.467
7.250,28.750,0.075,1.467
7.250,28.750,0.125,1.467
7.750,28.750,0.025,1.467
7.750,28.750,0.075,1.467
7.750,28.750,0.125,1.467
8.250,28.750,0.025,1.467
8.250,28.750,0.075,1.467
8.250,28.750,0.125,1.467
8.750,28.750,0.025,1.467
8.750,28.750,0.075,1.467
8.750,28.750,0.125,1.467
9.250,28.750,0.025,1.467
9.250,28.750,0.075,1.467
9.250,28.750,0.125,1.467
10.250,28.750,0.025,4.762
10.250,28.750,0.075,4.762
10.250,28.750,0.125,4.762
10.750,28.750,0.025,4.762
10.750,28.750,0.075,4.762
10.750,28.750,0.125,4.762
11.250,28.750,0.025,4.762
11.250,28.750,0.075,4.762
11.250,28.750,0.125,4.762
11.750,28.750,0.025,4.762
11.750,28.750,0.075,4.762
11.750,28.750,0.125,4.762
12.250,28.750,0.025,4.762
12.250,28.750,0.075,4.762
12.250,28.750,0.125,4.762
12.750,28.750,0.025,4.762
12.750,28.750,0.075,4.762
12.750,28.750,0.125,4.762
13.250,28.750,0.025,4.762
13.250,28.750,0.075,4.762
13.250,28.750,0.125,4.762
13.750,28.750,0.025,4.762
13.750,28.750,0.075,4.762
13.750,28.750,0.125,4.762
14.250,28.750,0.025,4.762
14.250,28.750,0.075,4.762
14.250,28.750,0.125,4.762
0.250,29.250,0.025,4.762
0.250,29.250,0.075,4.762
0.250,29.250,0.125,4.762
0.750,29.250,0.025,4.762
0.750,29.250,0.075,4.762
0.750,29.250,0.125,4.762
1.250,29.250,0.025,4.762
1.250,29.250,0.075,4.762
1.250,29.250,0.125,4.762
1.750,29.250,0.025,4.762
1.750,29.250,0.075,4.762
1.750,29.250,0.125,4.762
2.250,29.250,0.025,4.762
2.250,29.250,0.075,4.762
2.250,29.250,0.125,4.762
2.750,29.250,0.025,4.762
2.750,29.250,0.075,4.762
2.750,29.250,0.125,4.762
3.250,29.250,0.025,4.762
3.250,29.250,0.075,4.762
3.250,29.250,0.125,4.762
3.750,29.250,0.025,4.762
3.750,29.250,0.075,4.762
3.750,29.250,0.125,4.762
4.250,29.250,0.025,4.762
4.250,29.250,0.075,4.762
4.250,29.250,0.125,4.762
4.750,29.250,0.025,1.467
4.750,29.250,0.075,1.467
4.750,29.250,0.125,1.467
5.250,29.250,0.025,1.467
5.250,29.250,0.075,1.467
5.250,29.250,0.125,1.467
5.750,29.250,0.025,1.467
5.750,29.250,0.075,1.467
5.750,29.250,0.125,1.467
6.250,29.250,0.025,1.467
6.250,29.250,0.075,1.467
6.250,29.250,0.125,1.467
6.750,29.250,0.025,1.467
6.750,29.250,0.075,1.467
6.750,29.250,0.125,1.467
7.250,29.250,0.025,1.467
7.250,29.250,0.075,1.467
7.250,29.250,0.125,1.467
7.750,29.250,0.025,1.467
7.750,29.250,0.075,1.467
7.750,29.250,0.125,1.467
8.250,29.250,0.025,1.467
8.250,29.250,0.075,1.467
8.250,29.250,0.125,1.467
8.750,29.250,0.025,1.467
8.750,29.250,0.075,1.467
8.750,29.250,0.125,1.467
9.250,29.250,0.025,1.467
9.250,29.250,0.075,1.467
9.250,29.250,0.125,1.467
10.250,29.250,0.025,4.762
10.250,29.250,0.075,4.762
10.250,29.250,0.125,4.762
10.750,29.250,0.025,4.762
10.750,29.250,0.075,4.762
10.750,29.250,0.125,4.762
11.250,29.250,0.025,4.762
11.250,29.250,0.075,4.762
11.250,29.250,0.125,4.762
11.750,29.250,0.025,4.762
11.750,29.250,0.075,4.762
11.750,29.250,0.125,4.762
12.250,29.250,0.025,4.762
12.250,29.250,0.075,4.762
12.250,29.250,0.125,4.762
12.750,29.250,0.025,4.762
12.750,29.250,0.075,4.762
12.750,29.250,0.125,4.762
13.250,29.250,0.025,4.762
13.250,29.250,0.075,4.762
13.250,29.250,0.125,4.762
13.750,29.250,0.025,4.762
13.750,29.250,0.075,4.762
13.750,29.250,0.125,4.762
14.250,29.250,0.025,4.762
14.250,29.250,0.075,4.762
14.250,29.250,0.125,4.762
0.250,29.750,0.025,4.762
0.250,29.750,0.075,4.762
0.250,29.750,0.125,4.762
0.750,29.750,0.025,4.762
0.750,29.750,0.075,4.762
0.750,29.750,0.125,4.762
1.250,29.750,0.025,4.762
1.250,29.750,0.075,4.762
1.250,29.750,0.125,4.762
1.750,29.750,0.025,4.762
1.750,29.750,0.075,4.762
1.750,29.750,0.125,4.762
2.250,29.750,0.025,4.762
2.250,29.750,0.075,4.762
2.250,29.750,0.125,4.762
2.750,29.750,0.025,4.762
2.750,29.750,0.075,4.762
2.750,29.750,0.125,4.762
3.250,29.750,0.025,4.762
3.250,29.750,0.075,4.762
3.250,29.750,0.125,4.762
3.750,29.750,0.025,4.762
3.750,29.750,0.075,4.762
3.750,29.750,0.125,4.762
4.250,29.750,0.025,4.762
4.250,29.750,0.025,1.333
4.250,29.750,0.075,4.762
4.250,29.750,0.075,1.333
4.250,29.750,0.125,4.762
4.250,29.750,0.125,1.333
4.750,29.750,0.025,1.333
4.750,29.750,0.075,1.333
4.750,29.750,0.125,1.333
5.250,29.750,0.025,1.333
5.250,29.750,0.075,1.333
5.250,29.750,0.125,1.333
5.750,29.750,0.025,1.333
5.750,29.750,0.075,1.333
5.750,29.750,0.125,1.333
6.250,29.750,0.025,1.333
6.250,29.750,0.075,1.333
6.250,29.750,0.125,1.333
6.750,29.750,0.025,1.333
6.750,29.750,0.075,1.333
6.750,29.750,0.125,1.333
7.250,29.750,0.025,1.333
7.250,29.750,0.075,1.333
7.250,29.750,0.125,1.333
7.750,29.750,0.025,1.333
7.750,29.750,0.075,1.333
7.750,29.750,0.125,1.333
8.250,29.750,0.025,1.333
8.250,29.750,0.075,1.333
8.250,29.750,0.125,1.333
8.750,29.750,0.025,1.333
8.750,29.750,0.075,1.333
8.750,29.750,0.125,1.333
9.250,29.750,0.025,1.333
9.250,29.750,0.075,1.333
9.250,29.750,0.125,1.333
10.250,29.750,0.025,4.762
10.250,29.750,0.075,4.762
10.250,29.750,0.125,4.762
10.750,29.750,0.025,4.762
10.750,29.750,0.075,4.762
10.750,29.750,0.125,4.762
11.250,29.750,0.025,4.762
11.250,29.750,0.075,4.762
11.250,29.750,0.125,4.762
11.750,29.750,0.025,4.762
11.750,29.750,0.075,4.762
11.750,29.750,0.125,4.762
12.250,29.750,0.025,4.762
12.250,29.750,0.075,4.762
12.250,29.750,0.125,4.762
12.750,29.750,0.025,4.762
12.750,29.750,0.075,4.762
12.750,29.750,0.125,4.762
13.250,29.750,0.025,4.762
13.250,29.750,0.075,4.762
13.250,29.750,0.125,4.762
13.750,29.750,0.025,4.762
13.750,29.750,0.075,4.762
13.750,29.750,0.125,4.762
14.250,29.750,0.025,4.762
14.250,29.750,0.075,4.762
14.250,29.750,0.125,4.762
0.250,30.250,0.025,4.762
0.250,30.250,0.075,4.762
0.250,30.250,0.125,4.762
0.750,30.250,0.025,4.762
0.750,30.250,0.075,4.762
0.750,30.250,0.125,4.762
1.250,30.250,0.025,4.762
1.250,30.250,0.075,4.762
1.250,30.250,0.125,4.762
1.750,30.250,0.025,4.762
1.750,30.250,0.075,4.762
1.750,30.250,0.125,4.762
2.250,30.250,0.025,4.762
2.250,30.250,0.075,4.762
2.250,30.250,0.125,4.762
2.750,30.250,0.025,4.762
2.750,30.250,0.075,4.762
2.750,30.250,0.125,4.762
3.250,30.250,0.025,4.762
3.250,30.250,0.075,4.762
3.250,30.250,0.125,4.762
3.750,30.250,0.025,4.762
3.750,30.250,0.075,4.762
3.750,30.250,0.125,4.762
4.250,30.250,0.025,4.762
4.250,30.250,0.025,1.333
4.250,30.250,0.075,4.762
4.250,30.250,0.075,1.333
4.250,30.250,0.125,4.762
4.250,30.250,0.125,1.333
4.750,30.250,0.025,1.333
4.750,30.250,0.075,1.333
4.750,30.250,0.125,1.333
5.250,30.250,0.025,1.333
5.250,30.250,0.075,1.333
5.250,30.250,0.125,1.333
5.750,30.250,0.025,1.333
5.750,30.250,0.075,1.333
5.750,30.250,0.125,1.333
6.250,30.250,0.025,1.333
6.250,30.250,0.075,1.333
6.250,30.250,0.125,1.333
6.750,30.250,0.025,1.333
6.750,30.250,0.075,1.333
6.750,30.250,0.125,1.333
7.250,30.250,0.025,1.333
7.250,30.250,0.075,1.333
7.250,30.250,0.125,1.333
7.750,30.250,0.025,1.333
7.750,30.250,0.075,1.333
7.750,30.250,0.125,1.333
8.250,30.250,0.025,1.333
8.250,30.250,0.075,1.333
8.250,30.250,0.125,1.333
8.750,30.250,0.025,1.333
8.750,30.250,0.075,1.333
8.750,30.250,0.125,1.333
9.250,30.250,0.025,1.333
9.250,30.250,0.075,1.333
9.250,30.250,0.125,1.333
10.250,30.250,0.025,4.762
10.250,30.250,0.075,4.762
10.250,30.250,0.125,4.762
10.750,30.250,0.025,4.762
10.750,30.250,0.075,4.762
10.750,30.250,0.125,4.762
11.250,30.250,0.025,4.762
11.250,30.250,0.075,4.762
11.250,30.250,0.125,4.762
11.750,30.250,0.025,4.762
11.750,30.250,0.075,4.762
11.750,30.250,0.125,4.762
12.250,30.250,0.025,4.762
12.250,30.250,0.075,4.762
12.250,30.250,0.125,4.762
12.750,30.250,0.025,4.762
12.750,30.250,0.075,4.762
12.750,30.250,0.125,4.762
13.250,30.250,0.025,4.762
13.250,30.250,0.075,4.762
13.250,30.250,0.125,4.762
13.750,30.250,0.025,4.762
13.750,30.250,0.075,4.762
13.750,30.250,0.125,4.762
14.250,30.250,0.025,4.762
14.250,30.250,0.075,4.762
14.250,30.250,0.125,4.762
0.250,30.750,0.025,4.762
0.250,30.750,0.075,4.762
0.250,30.750,0.125,4.762
0.750,30.750,0.025,4.762
0.750,30.750,0.075,4.762
0.750,30.750,0.125,4.762
1.250,30.750,0.025,4.762
1.250,30.750,0.075,4.762
1.250,30.750,0.125,4.762
1.750,30.750,0.025,4.762
1.750,30.750,0.075,4.762
1.750,30.750,0.125,4.762
2.250,30.750,0.025,4.762
2.250,30.750,0.075,4.762
2.250,30.750,0.125,4.762
2.750,30.750,0.025,4.762
2.750,30.750,0.075,4.762
2.750,30.750,0.125,4.762
3.250,30.750,0.025,4.762
3.250,30.750,0.075,4.762
3.250,30.750,0.125,4.762
3.750,30.750,0.025,4.762
3.750,30.750,0.075,4.762
3.750,30.750,0.125,4.762
4.250,30.750,0.025,4.762
4.250,30.750,0.025,1.333
4.250,30.750,0.075,4.762
4.250,30.750,0.075,1.333
4.250,30.750,0.125,4.762
4.250,30.750,0.125,1.333
4.750,30.750,0.025,1.333
4.750,30.750,0.075,1.333
4.750,30.750,0.125,1.333
5.250,30.750,0.025,1.333
5.250,30.750,0.075,1.333
5.250,30.750,0.125,1.333
5.750,30.750,0.025,1.333
5.750,30.750,0.075,1.333
5.750,30.750,0.125,1.333
6.250,30.750,0.025,1.333
6.250,30.750,0.075,1.333
6.250,30.750,0.125,1.333
6.750,30.750,0.025,1.333
6.750,30.750,0.075,1.333
6.750,30.750,0.125,1.333
7.250,30.750,0.025,1.333
7.250,30.750,0.075,1.333
7.250,30.750,0.125,1.333
7.750,30.750,0.025,1.333
7.750,30.750,0.075,1.333
7.750,30.750,0.125,1.333
8.250,30.750,0.025,1.333
8.250,30.750,0.075,1.333
8.250,30.750,0.125,1.333
8.750,30.750,0.025,1.333
8.750,30.750,0.075,1.333
8.750,30.750,0.125,1.333
9.250,30.750,0.025,1.333
9.250,30.750,0.075,1.333
9.250,30.750,0.125,1.333
10.250,30.750,0.025,4.762
10.250,30.750,0.075,4.762
10.250,30.750,0.125,4.762
10.750,30.750,0.025,4.762
10.750,30.750,0.075,4.762
10.750,30.750,0.125,4.762
11.250,30.750,0.025,4.762
11.250,30.750,0.075,4.762
11.250,30.750,0.125,4.762
11.750,30.750,0.025,4.762
11.750,30.750,0.075,4.762
11.750,30.750,0.125,4.762
12.250,30.750,0.025,4.762
12.250,30.750,0.075,4.762
12.250,30.750,0.125,4.762
12.750,30.750,0.025,4.762
12.750,30.750,0.075,4.762
12.750,30.750,0.125,4.762
13.250,30.750,0.025,4.762
13.250,30.750,0.075,4.762
13.250,30.750,0.125,4.762
13.750,30.750,0.025,4.762
13.750,30.750,0.075,4.762
13.750,30.750,0.125,4.762
14.250,30.750,0.025,4.762
14.250,30.750,0.075,4.762
14.250,30.750,0.125,4.762
0.250,31.250,0.025,4.762
0.250,31.250,0.075,4.762
0.250,31.250,0.125,4.762
0.750,31.250,0.025,4.762
0.750,31.250,0.075,4.762
0.750,31.250,0.125,4.762
1.250,31.250,0.025,4.762
1.250,31.250,0.075,4.762
1.250,31.250,0.125,4.762
1.750,31.250,0.025,4.762
1.750,31.250,0.075,4.762
1.750,31.250,0.125,4.762
2.250,31.250,0.025,4.762
2.250,31.250,0.075,4.762
2.250,31.250,0.125,4.762
2.750,31.250,0.025,4.762
2.750,31.250,0.075,4.762
2.750,31.250,0.125,4.762
3.250,31.250,0.025,4.762
3.250,31.250,0.075,4.762
3.250,31.250,0.125,4.762
3.750,31.250,0.025,4.762
3.750,31.250,0.075,4.762
3.750,31.250,0.125,4.762
4.250,31.250,0.025,4.762
4.250,31.250,0.025,1.333
4.250,31.250,0.075,4.762
4.250,31.250,0.075,1.333
4.250,31.250,0.125,4.762
4.250,31.250,0.125,1.333
4.750,31.250,0.025,1.333
4.750,31.250,0.075,1.333
4.750,31.250,0.125,1.333
5.250,31.250,0.025,1.333
5.250,31.250,0.075,1.333
5.250,31.250,0.125,1.333
5.750,31.250,0.025,1.333
5.750,31.250,0.075,1.333
5.750,31.250,0.125,1.333
6.250,31.250,0.025,1.333
6.250,31.250,0.075,1.333
6.250,31.250,0.125,1.333
6.750,31.250,0.025,1.333
6.750,31.250,0.075,1.333
6.750,31.250,0.125,1.333
7.250,31.250,0.025,1.333
7.250,31.250,0.075,1.333
7.250,31.250,0.125,1.333
7.750,31.250,0.025,1.333
7.750,31.250,0.075,1.333
7.750,31.250,0.125,1.333
8.250,31.250,0.025,1.333
8.250,31.250,0.075,1.333
8.250,31.250,0.125,1.333
8.750,31.250,0.025,1.333
8.750,31.250,0.075,1.333
8.750,31.250,0.125,1.333
9.250,31.250,0.025,1.333
9.250,31.250,0.075,1.333
9.250,31.250,0.125,1.333
10.250,31.250,0.025,4.762
10.250,31.250,0.075,4.762
10.250,31.250,0.125,4.762
10.750,31.250,0.025,4.762
10.750,31.250,0.075,4.762
10.750,31.250,0.125,4.762
11.250,31.250,0.025,4.762
11.250,31.250,0.075,4.762
11.250,31.250,0.125,4.762
11.750,31.250,0.025,4.762
11.750,31.250,0.075,4.762
11.750,31.250,0.125,4.762
12.250,31.250,0.025,4.762
12.250,31.250,0.075,4.762
12.250,31.250,0.125,4.762
12.750,31.250,0.025,4.762
12.750,31.250,0.075,4.762
12.750,31.250,0.125,4.762
13.250,31.250,0.025,4.762
13.250,31.250,0.075,4.762
13.250,31.250,0.125,4.762
13.750,31.250,0.025,4.762
13.750,31.250,0.075,4.762
13.750,31.250,0.125,4.762
14.250,31.250,0.025,4.762
14.250,31.250,0.075,4.762
14.250,31.250,0.125,4.762
0.250,31.750,0.025,4.762
0.250,31.750,0.075,4.762
0.250,31.750,0.125,4.762
0.750,31.750,0.025,4.762
0.750,31.750,0.075,4.762
0.750,31.750,0.125,4.762
1.250,31.750,0.025,4.762
1.250,31.750,0.075,4.762
1.250,31.750,0.125,4.762
1.750,31.750,0.025,4.762
1.750,31.750,0.075,4.762
1.750,31.750,0.125,4.762
2.250,31.750,0.025,4.762
2.250,31.750,0.075,4.762
2.250,31.750,0.125,4.762
2.750,31.750,0.025,4.762
2.750,31.750,0.075,4.762
2.750,31.750,0.125,4.762
3.250,31.750,0.025,4.762
3.250,31.750,0.075,4.762
3.250,31.750,0.125,4.762
3.750,31.750,0.025,4.762
3.750,31.750,0.075,4.762
3.750,31.750,0.125,4.762
4.250,31.750,0.025,4.762
4.250,31.750,0.025,1.333
4.250,31.750,0.075,4.762
4.250,31.750,0.075,1.333
4.250,31.750,0.125,4.762
4.250,31.750,0.125,1.333
4.750,31.750,0.025,1.333
4.750,31.750,0.075,1.333
4.750,31.750,0.125,1.333
5.250,31.750,0.025,1.333
5.250,31.750,0.075,1.333
5.250,31.750,0.125,1.333
5.750,31.750,0.025,1.333
5.750,31.750,0.075,1.333
5.750,31.750,0.125,1.333
6.250,31.750,0.025,1.333
6.250,31.750,0.075,1.333
6.250,31.750,0.125,1.333
6.750,31.750,0.025,1.333
6.750,31.750,0.075,1.333
6.750,31.750,0.125,1.333
7.250,31.750,0.025,1.333
7.250,31.750,0.075,1.333
7.250,31.750,0.125,1.333
7.750,31.750,0.025,1.333
7.750,31.750,0.075,1.333
7.750,31.750,0.125,1.333
8.250,31.750,0.025,1.333
8.250,31.750,0.075,1.333
8.250,31.750,0.125,1.333
8.750,31.750,0.025,1.333
8.750,31.750,0.075,1.333
8.750,31.750,0.125,1.333
9.250,31.750,0.025,1.333
9.250,31.750,0.075,1.333
9.250,31.750,0.125,1.333
10.250,31.750,0.025,4.762
10.250,31.750,0.075,4.762
10.250,31.750,0.125,4.762
10.750,31.750,0.025,4.762
10.750,31.750,0.075,4.762
10.750,31.750,0.125,4.762
11.250,31.750,0.025,4.762
11.250,31.750,0.075,4.762
11.250,31.750,0.125,4.762
11.750,31.750,0.025,4.762
11.750,31.750,0.075,4.762
11.750,31.750,0.125,4.762
12.250,31.750,0.025,4.762
12.250,31.750,0.075,4.762
12.250,31.750,0.125,4.762
12.750,31.750,0.025,4.762
12.750,31.750,0.075,4.762
12.750,31.750,0.125,4.762
13.250,31.750,0.025,4.762
13.250,31.750,0.075,4.762
13.250,31.750,0.125,4.762
13.750,31.750,0.025,4.762
13.750,31.750,0.075,4.762
13.750,31.750,0.125,4.762
14.250,31.750,0.025,4.762
14.250,31.750,0.075,4.762
14.250,31.750,0.125,4.762
